,id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
125369,id3401764,2,2016-04-29 12:09:01,2016-04-29 12:17:36,4,-73.9607162475586,40.78091049194336,-73.97490692138672,40.79290008544922,N,515
736172,id1547388,2,2016-06-30 19:18:23,2016-06-30 19:29:37,1,-73.97779846191406,40.72563552856445,-73.99496459960938,40.73163604736328,N,674
922130,id1362937,2,2016-05-17 10:20:02,2016-05-17 10:25:48,2,-73.98014831542969,40.7834587097168,-73.96853637695312,40.7865104675293,N,346
1117537,id0804814,2,2016-06-18 11:15:59,2016-06-18 11:35:42,5,-73.95987701416014,40.79816818237305,-73.98236846923827,40.75120162963867,N,1183
1371118,id0480428,2,2016-06-17 18:10:17,2016-06-17 18:14:26,1,-74.01107025146483,40.71537780761719,-74.01677703857422,40.7094955444336,N,249
864104,id3057296,2,2016-04-09 00:55:33,2016-04-09 01:12:28,5,-73.97698974609375,40.76440048217773,-73.9519805908203,40.81145095825195,N,1015
15494,id1529844,2,2016-05-26 10:49:10,2016-05-26 11:12:53,1,-73.95443725585938,40.78136825561523,-73.97457885742188,40.75593948364258,N,1423
1401856,id2951492,1,2016-03-07 23:03:55,2016-03-07 23:14:22,1,-74.0040054321289,40.71686935424805,-73.98455810546875,40.72472381591797,N,627
418016,id1521641,2,2016-04-21 13:11:40,2016-04-21 13:51:52,1,-73.9808120727539,40.73767852783203,-73.87299346923827,40.77437973022461,N,2412
1321955,id0358910,2,2016-04-02 02:38:07,2016-04-02 02:59:12,1,-73.99088287353516,40.75029373168945,-73.96617126464845,40.69338607788085,N,1265
353521,id3263893,1,2016-05-11 08:47:20,2016-05-11 09:10:06,1,-73.98872375488281,40.76377868652344,-74.0145492553711,40.71400451660156,N,1366
513382,id2866768,1,2016-04-19 11:01:43,2016-04-19 11:22:44,1,-73.98143005371094,40.74418258666992,-74.005859375,40.72615432739258,N,1261
1162096,id0480077,2,2016-05-25 16:52:52,2016-05-25 16:59:17,5,-73.99140167236328,40.76036834716797,-74.00224304199219,40.75566864013672,N,385
1456244,id1877421,2,2016-06-25 23:20:31,2016-06-25 23:30:11,1,-73.99446868896483,40.74581146240234,-73.97831726074219,40.74753952026367,N,580
46001,id2605034,1,2016-05-15 12:48:52,2016-05-15 12:52:17,2,-73.99439239501955,40.75641250610352,-74.00080108642578,40.74728775024415,N,205
941281,id1710916,2,2016-01-28 18:41:51,2016-01-28 19:01:08,1,-73.97223663330078,40.79143905639648,-73.99002075195312,40.76200866699219,N,1157
1303087,id2561791,2,2016-04-21 13:20:00,2016-04-21 13:36:01,1,-74.00504302978516,40.7271614074707,-73.99028778076173,40.73469161987305,N,961
172583,id3502762,2,2016-03-18 08:16:59,2016-03-18 08:23:16,5,-73.95237731933594,40.8239860534668,-73.95361328125,40.80952835083008,N,377
1389430,id0700537,2,2016-02-12 07:11:32,2016-02-12 07:28:47,1,-73.947998046875,40.782878875732415,-73.99286651611328,40.74959945678711,N,1035
460087,id2611757,1,2016-04-22 00:01:19,2016-04-22 00:09:44,1,-73.9783706665039,40.76451110839844,-73.9625473022461,40.77040100097656,N,505
637169,id3108393,1,2016-03-23 20:06:43,2016-03-23 20:17:03,1,-73.97358703613281,40.77933883666992,-73.93962860107422,40.8052864074707,N,620
1065591,id2663528,2,2016-06-17 19:07:47,2016-06-17 19:26:23,2,-73.98008728027342,40.7600212097168,-73.98934936523438,40.75885009765625,N,1116
747200,id0482401,2,2016-01-25 21:06:59,2016-01-25 21:53:06,1,-73.97692108154298,40.78010177612305,-74.00138092041014,40.6797103881836,N,2767
765601,id3852727,1,2016-05-22 11:33:40,2016-05-22 11:34:03,1,-73.99185180664062,40.75038528442383,-73.99176025390625,40.75052261352539,N,23
292025,id1320856,1,2016-01-29 21:47:35,2016-01-29 21:53:34,2,-74.0027084350586,40.73917007446289,-74.00539398193358,40.74831008911133,N,359
1008532,id3788905,2,2016-03-07 18:59:30,2016-03-07 19:06:15,3,-73.97492218017578,40.75566482543945,-73.97068786621094,40.76445388793945,N,405
987063,id2295107,2,2016-06-05 22:21:28,2016-06-05 22:49:21,1,-73.77676391601562,40.64501190185547,-73.97648620605469,40.747722625732415,N,1673
418661,id3227271,2,2016-06-15 16:12:30,2016-06-15 17:30:16,4,-73.98273468017578,40.756046295166016,-73.79419708251955,40.64463806152344,N,4666
769563,id0862147,2,2016-05-30 14:07:04,2016-05-30 14:45:20,1,-73.78192138671875,40.64467239379883,-73.9780044555664,40.741943359375,N,2296
1211601,id0717866,2,2016-02-27 21:53:22,2016-02-27 21:58:52,1,-73.98189544677734,40.7784538269043,-73.98439025878906,40.767173767089844,N,330
145577,id3673601,1,2016-06-16 00:10:26,2016-06-16 00:39:31,1,-73.86347961425781,40.769630432128906,-73.9806900024414,40.65457153320313,N,1745
716977,id3727423,2,2016-02-13 23:32:14,2016-02-13 23:42:47,6,-73.9842300415039,40.7263298034668,-73.99471282958984,40.72119140625,N,633
508633,id3513998,2,2016-05-06 11:01:07,2016-05-06 11:32:17,1,-73.99391174316406,40.74177169799805,-74.00003051757811,40.711669921875,N,1870
160735,id3257049,2,2016-01-02 21:43:44,2016-01-03 21:27:49,1,-73.98920440673827,40.74871063232422,-73.9676742553711,40.802391052246094,N,85445
1053405,id0972747,2,2016-06-19 01:15:02,2016-06-19 01:19:22,1,-73.98506927490234,40.727821350097656,-73.97894287109375,40.73639297485352,N,260
495284,id2534225,2,2016-02-27 23:28:26,2016-02-27 23:31:56,1,-74.00641632080078,40.73318099975585,-74.00074005126955,40.742149353027344,N,210
18650,id1273667,2,2016-01-05 13:32:29,2016-01-05 13:52:36,1,-74.00817108154298,40.73651123046875,-73.97647857666014,40.7505111694336,N,1207
189400,id1372676,2,2016-04-14 23:53:08,2016-04-15 00:02:56,1,-73.99501037597656,40.73989868164063,-73.97245788574219,40.75986099243164,N,588
694720,id0997092,2,2016-01-15 15:51:13,2016-01-15 15:57:22,1,-73.98123168945312,40.76420974731445,-73.99141693115234,40.74995040893555,N,369
1436753,id0804191,1,2016-04-01 13:09:38,2016-04-01 13:16:35,1,-73.9915313720703,40.73004150390625,-73.98527526855469,40.742012023925774,N,417
623438,id0104124,1,2016-04-01 09:58:07,2016-04-01 10:24:34,1,-73.9677734375,40.76296615600585,-73.9893569946289,40.73030090332031,N,1587
1108495,id3999832,2,2016-02-16 15:22:13,2016-02-16 15:33:22,1,-73.96819305419923,40.75524139404297,-73.97654724121094,40.74808883666992,N,669
920332,id1147829,1,2016-03-27 16:57:27,2016-03-27 17:46:11,3,-73.97174072265625,40.75476455688477,-73.78999328613281,40.64693069458008,N,2924
399471,id1456307,1,2016-02-21 18:03:08,2016-02-21 18:05:43,1,-73.98278045654298,40.73943328857422,-73.98326110839844,40.74217987060547,N,155
1043615,id0865729,2,2016-05-12 18:38:17,2016-05-12 18:48:54,1,-73.9535903930664,40.7794189453125,-73.97209167480467,40.782241821289055,N,637
919273,id2525923,1,2016-02-08 07:31:21,2016-02-08 07:42:10,1,-73.99771118164062,40.74093246459961,-73.97271728515625,40.75859832763672,N,649
998713,id3181660,1,2016-04-16 10:23:47,2016-04-16 10:32:21,1,-74.0154037475586,40.71474075317383,-74.00572204589844,40.745704650878906,N,514
378496,id3979710,1,2016-03-15 21:56:15,2016-03-15 22:04:49,1,-73.99420166015625,40.74589538574219,-74.00825500488281,40.71672058105469,N,514
209111,id0500126,1,2016-01-15 07:09:19,2016-01-15 07:16:20,1,-73.99981689453125,40.743385314941406,-73.9795379638672,40.76074981689453,N,421
1051432,id0603096,1,2016-03-10 18:50:55,2016-03-10 18:58:28,1,-73.99517059326173,40.76022720336913,-73.97744750976562,40.78424072265625,N,453
521706,id1793524,2,2016-03-25 18:26:07,2016-03-25 18:36:20,1,-73.98775482177734,40.754791259765625,-73.98369598388672,40.7641487121582,N,613
592237,id2237088,1,2016-05-30 15:36:29,2016-05-30 15:48:22,2,-73.98409271240234,40.72936630249024,-74.00516510009766,40.7197494506836,N,713
364420,id2226936,1,2016-04-09 00:30:05,2016-04-09 00:36:52,1,-73.9912567138672,40.7374153137207,-73.9988555908203,40.7260627746582,N,407
96445,id2629091,2,2016-03-31 22:36:53,2016-03-31 22:51:04,2,-74.00240325927734,40.726558685302734,-73.9688720703125,40.752418518066406,N,851
829575,id0182845,2,2016-01-13 11:43:40,2016-01-13 12:02:36,3,-73.97704315185547,40.75830841064453,-73.98867797851562,40.72737121582031,N,1136
38739,id2281733,2,2016-05-19 20:24:02,2016-05-19 20:37:27,5,-73.99329376220702,40.74749755859375,-74.0108642578125,40.713966369628906,N,805
702885,id0171229,1,2016-01-16 22:15:27,2016-01-16 22:22:04,1,-73.9955825805664,40.72529220581055,-74.00668334960938,40.70859909057617,N,397
914743,id3524947,1,2016-03-25 18:35:32,2016-03-25 19:27:34,2,-73.78182983398438,40.644752502441406,-73.98539733886719,40.76755142211913,N,3122
1301627,id2505980,2,2016-02-27 00:59:12,2016-02-27 01:46:17,1,-73.84967803955078,40.72320175170898,-73.93010711669923,40.75442123413085,N,2825
828202,id0749931,1,2016-02-03 07:52:21,2016-02-03 08:06:10,1,-73.9635238647461,40.771575927734375,-73.95667266845702,40.78371810913085,N,829
85622,id2196400,1,2016-06-08 12:32:17,2016-06-08 12:39:44,1,-73.98191833496094,40.77201843261719,-73.97899627685547,40.78497314453125,N,447
1320174,id3532546,1,2016-04-01 08:00:46,2016-04-01 08:05:43,1,-73.9804458618164,40.73443603515625,-73.97772979736328,40.74158477783203,N,297
1349683,id1212743,2,2016-03-31 07:54:14,2016-03-31 08:07:35,5,-73.98939514160156,40.75247573852539,-73.99662017822266,40.7257080078125,N,801
270589,id0637889,2,2016-04-24 01:48:38,2016-04-24 02:14:55,3,-74.00204467773438,40.73525619506836,-73.91918182373048,40.871036529541016,N,1577
991129,id1570144,1,2016-05-19 01:55:09,2016-05-19 02:07:14,2,-74.01625061035155,40.70497512817383,-73.99981689453125,40.74356460571289,N,725
6475,id1335643,1,2016-06-02 14:38:42,2016-06-02 15:06:25,1,-73.9704818725586,40.76237869262695,-74.00420379638672,40.7309799194336,N,1663
921801,id2169620,1,2016-04-27 19:56:08,2016-04-27 20:03:11,4,-73.9990234375,40.74079132080078,-73.99118041992188,40.758583068847656,N,423
889218,id0660012,2,2016-05-07 08:47:04,2016-05-07 08:52:41,5,-73.9612579345703,40.80191040039063,-73.96109008789062,40.81172943115234,N,337
486182,id3219164,2,2016-01-07 21:28:33,2016-01-07 21:35:36,1,-73.95487976074219,40.77925109863281,-73.96929931640625,40.760780334472656,N,423
249711,id2646494,1,2016-06-03 18:02:07,2016-06-03 18:27:14,1,-73.92335510253906,40.792747497558594,-73.94647979736328,40.78036117553711,N,1507
443959,id2229026,1,2016-06-25 19:51:32,2016-06-25 20:23:14,1,-73.98936462402342,40.726238250732415,-73.98866271972656,40.76274490356445,N,1902
806645,id1612096,2,2016-03-17 18:15:14,2016-03-17 18:20:02,3,-73.98653411865234,40.75839614868164,-73.98182678222656,40.7674674987793,N,288
1032878,id1847628,1,2016-05-22 15:01:27,2016-05-22 15:13:12,2,-73.9844207763672,40.77460479736328,-73.96694946289062,40.769676208496094,N,705
346011,id0679026,1,2016-03-12 00:19:43,2016-03-12 00:29:07,1,-73.99143981933594,40.74443054199219,-73.99411010742188,40.75912857055664,N,564
1285822,id0858687,1,2016-06-06 09:06:22,2016-06-06 10:01:49,3,-73.78347778320312,40.64653015136719,-73.99411010742188,40.75341033935547,N,3327
1394008,id0891641,1,2016-02-01 12:07:08,2016-02-01 12:12:13,1,-73.95301055908203,40.78310012817383,-73.95862579345702,40.778144836425774,N,305
1354135,id1682472,1,2016-04-28 22:30:52,2016-04-28 22:50:00,3,-74.00462341308595,40.742454528808594,-73.99166107177734,40.7159538269043,N,1148
1185674,id1932640,1,2016-04-15 22:47:59,2016-04-15 23:04:38,2,-73.96808624267578,40.75554275512695,-73.9881134033203,40.756343841552734,N,999
1321364,id1455770,2,2016-02-06 00:22:23,2016-02-06 00:28:59,1,-74.00955963134766,40.71514129638672,-74.01239013671875,40.7021484375,N,396
713475,id0320457,2,2016-01-26 22:07:24,2016-01-26 22:19:31,1,-73.96984100341797,40.763370513916016,-73.97295379638672,40.751949310302734,N,727
918809,id1333121,2,2016-01-21 10:27:29,2016-01-21 10:44:56,3,-73.99108123779298,40.755367279052734,-73.97315216064453,40.76116943359375,N,1047
1235869,id3946513,1,2016-06-06 07:01:51,2016-06-06 07:09:37,2,-73.97061920166014,40.78356170654297,-73.96623992919923,40.764915466308594,N,466
1126924,id2758034,2,2016-02-01 21:22:47,2016-02-01 21:35:29,1,-73.9816665649414,40.74369812011719,-73.98532104492188,40.72386932373047,N,762
740428,id2645063,2,2016-02-23 22:06:58,2016-02-23 22:26:10,1,-73.99398040771484,40.72674179077149,-73.95823669433594,40.77386093139648,N,1152
1328655,id1504383,2,2016-01-26 20:45:59,2016-01-26 20:56:56,1,-73.97708892822266,40.76176834106445,-73.97821044921875,40.74742126464844,N,657
1040486,id3947224,1,2016-05-31 12:15:48,2016-05-31 12:22:04,3,-73.96715545654298,40.8040771484375,-73.97662353515625,40.79062271118164,N,376
233797,id2536639,2,2016-02-04 13:44:23,2016-02-04 14:10:27,1,-73.9763412475586,40.75218963623047,-74.00993347167969,40.7210693359375,N,1564
211037,id1313486,1,2016-04-13 00:48:28,2016-04-13 00:54:13,1,-73.9798583984375,40.76175308227539,-73.9717788696289,40.75862884521485,N,345
789778,id2122892,2,2016-01-17 12:18:07,2016-01-17 12:25:41,1,-73.95245361328125,40.78382110595703,-73.97357940673827,40.75503158569336,N,454
1412295,id3100475,1,2016-01-17 13:39:14,2016-01-17 14:00:33,1,-73.98220825195312,40.76266479492188,-73.96598052978516,40.79513549804688,N,1279
64282,id1486565,1,2016-06-02 12:29:54,2016-06-02 12:44:08,1,-73.99404907226562,40.72268676757813,-74.00817108154298,40.744941711425774,N,854
930601,id0525515,1,2016-01-15 21:18:38,2016-01-15 21:32:11,1,-73.9550552368164,40.76512145996094,-73.97836303710938,40.77290725708008,N,813
674487,id2615731,1,2016-03-24 19:54:54,2016-03-24 20:11:18,1,-73.98988342285155,40.71917343139648,-73.9900131225586,40.73291778564453,N,984
996900,id3300620,2,2016-03-05 08:39:44,2016-03-05 09:01:02,1,-73.91262054443358,40.746009826660156,-73.955810546875,40.779541015625,N,1278
67615,id1739742,2,2016-06-10 22:21:04,2016-06-10 22:41:16,3,-73.98586273193358,40.71950912475585,-73.89537811279298,40.75881958007813,N,1212
562757,id2188566,1,2016-04-10 19:21:57,2016-04-10 19:33:26,1,-73.98213958740234,40.75216293334961,-74.0079574584961,40.73868942260742,N,689
801104,id2723363,1,2016-01-13 01:25:43,2016-01-13 01:40:11,1,-73.99283599853516,40.743064880371094,-73.95146942138672,40.708492279052734,N,868
364916,id1391486,1,2016-01-21 09:00:44,2016-01-21 09:08:23,1,-73.95457458496094,40.78092956542969,-73.9646759033203,40.77016067504883,N,459
624676,id3756463,2,2016-03-18 06:55:02,2016-03-18 07:04:28,2,-73.98558044433594,40.752845764160156,-73.97969818115234,40.78376770019531,N,566
1302052,id0085140,1,2016-03-19 22:53:23,2016-03-19 22:59:50,1,-73.9278793334961,40.76984024047852,-73.91146087646483,40.77334213256836,N,387
400574,id1547323,2,2016-04-08 23:39:41,2016-04-08 23:59:21,3,-73.98986053466798,40.75749206542969,-74.01591491699219,40.71502685546875,N,1180
1173215,id0411421,2,2016-02-05 15:28:49,2016-02-05 15:37:23,6,-73.97467803955078,40.75970077514648,-73.96076202392578,40.778099060058594,N,514
581584,id0241385,2,2016-03-05 00:55:29,2016-03-05 00:59:05,1,-73.97618865966798,40.75932312011719,-73.98594665527344,40.75184631347656,N,216
150136,id2430222,2,2016-03-16 06:27:33,2016-03-16 06:36:08,1,-73.97817993164062,40.725040435791016,-73.97525787353516,40.751121520996094,N,515
1043073,id0129812,2,2016-03-08 07:56:09,2016-03-08 08:20:56,2,-73.98235321044923,40.77716064453125,-73.98928070068358,40.7409782409668,N,1487
116937,id1730711,1,2016-04-20 15:35:47,2016-04-20 15:44:50,1,-74.0071792602539,40.726165771484375,-74.01638793945312,40.708980560302734,N,543
1146217,id1253497,1,2016-03-03 06:46:13,2016-03-03 06:55:19,1,-73.9568862915039,40.80229187011719,-73.9523696899414,40.77814865112305,N,546
153837,id2219049,2,2016-05-10 09:00:19,2016-05-10 09:04:14,1,-73.96778106689453,40.7656478881836,-73.96649169921875,40.772285461425774,N,235
291481,id0660049,1,2016-03-24 20:44:05,2016-03-24 20:52:45,1,-73.94644927978516,40.78092956542969,-73.94940185546875,40.79377746582031,N,520
65528,id0729346,2,2016-05-17 22:30:13,2016-05-17 23:02:09,1,-73.7768020629883,40.64564514160156,-73.94510650634766,40.71661376953125,N,1916
590489,id2834462,2,2016-01-29 13:28:06,2016-01-29 13:45:28,1,-73.98734283447266,40.74227523803711,-73.97235870361328,40.763145446777344,N,1042
874599,id0764282,2,2016-01-10 01:05:38,2016-01-10 01:10:54,1,-73.98516082763672,40.72771835327149,-73.98178100585938,40.74061965942383,N,316
670522,id1203066,2,2016-01-25 18:54:18,2016-01-25 18:59:18,2,-73.97830200195312,40.78310012817383,-73.9761962890625,40.79111099243164,N,300
1041418,id1641941,1,2016-04-14 08:47:28,2016-04-14 08:56:26,1,-73.97443389892578,40.7502555847168,-73.99040222167969,40.757137298583984,N,538
407438,id3825819,2,2016-03-23 19:02:21,2016-03-23 19:08:43,1,-73.97679901123048,40.73931884765625,-73.97701263427734,40.75210189819336,N,382
36995,id1101797,2,2016-03-24 00:25:22,2016-03-24 00:38:41,1,-73.99394226074219,40.72050857543945,-73.99229431152342,40.74957656860352,N,799
347162,id3947470,1,2016-05-01 01:11:01,2016-05-01 01:20:38,3,-73.97333526611328,40.75579071044922,-73.99557495117188,40.764564514160156,N,577
601198,id3879552,1,2016-02-15 10:11:53,2016-02-15 10:20:57,1,-73.96141052246094,40.79615020751953,-73.93778991699219,40.80101776123047,N,544
993781,id2504265,1,2016-01-22 17:40:06,2016-01-22 18:08:01,1,-73.9471435546875,40.74896240234375,-73.97203063964845,40.69419479370117,N,1675
1427047,id2360207,2,2016-05-05 00:16:07,2016-05-05 00:35:27,1,-73.98760986328125,40.7526969909668,-73.85907745361328,40.734241485595696,N,1160
1170665,id1245795,2,2016-04-15 00:00:06,2016-04-15 00:12:05,1,-74.00441741943358,40.733741760253906,-73.9930419921875,40.76119613647461,N,719
1103750,id0431144,2,2016-05-27 10:05:45,2016-05-27 10:17:03,1,-73.94363403320312,40.776611328125,-73.96807861328125,40.762508392333984,N,678
1055766,id1282368,1,2016-05-01 23:00:13,2016-05-01 23:04:40,1,-73.971923828125,40.78213119506836,-73.9532699584961,40.77234268188477,N,267
984117,id1898299,2,2016-05-17 14:30:58,2016-05-17 15:12:10,5,-73.95899963378906,40.80923843383789,-73.95278930664062,40.765979766845696,N,2472
966905,id3704742,2,2016-05-27 18:20:38,2016-05-27 18:24:19,2,-73.99179077148438,40.74982833862305,-73.99456787109375,40.74527359008789,N,221
1227182,id2873264,1,2016-06-21 07:43:57,2016-06-21 08:00:46,1,-74.00523376464844,40.74064254760742,-73.9959487915039,40.72300338745117,N,1009
361794,id2193628,1,2016-05-05 23:49:09,2016-05-06 00:03:53,2,-73.94915771484375,40.75411224365234,-73.91311645507811,40.76091384887695,N,884
993927,id2132528,1,2016-05-14 08:20:15,2016-05-14 08:27:01,1,-73.9605484008789,40.76149368286133,-73.97330474853516,40.74369430541992,N,406
13154,id1068971,1,2016-04-15 16:16:04,2016-04-15 17:06:18,1,-73.96458435058595,40.761585235595696,-73.87039947509766,40.773582458496094,N,3014
784586,id2683185,2,2016-06-23 12:27:48,2016-06-23 12:35:40,1,-73.98107147216798,40.77399826049805,-73.97351837158203,40.7852897644043,N,472
927636,id3059433,1,2016-02-04 07:33:58,2016-02-04 07:37:09,1,-73.96379089355469,40.757083892822266,-73.97126007080078,40.75100326538085,N,191
723748,id0464071,1,2016-03-10 21:38:07,2016-03-10 21:45:04,1,-73.95751953125,40.76997756958008,-73.96548461914062,40.75900268554688,N,417
441203,id3046676,1,2016-05-09 15:15:51,2016-05-09 15:23:59,3,-73.96868896484375,40.78636932373047,-73.9826889038086,40.78227615356445,N,488
986525,id0518274,2,2016-01-20 23:04:49,2016-01-20 23:12:01,2,-73.98522186279298,40.73852157592773,-74.00464630126955,40.73205184936523,N,432
119635,id1993002,1,2016-04-30 10:02:26,2016-04-30 10:11:32,3,-73.99341583251955,40.76764297485352,-74.0072021484375,40.73504638671875,N,546
728040,id0741391,2,2016-01-04 18:44:08,2016-01-04 19:11:17,2,-73.95919799804686,40.780250549316406,-74.01722717285155,40.70798873901367,N,1629
499245,id2797139,2,2016-02-26 17:58:54,2016-02-26 18:28:08,1,-73.9703598022461,40.75631713867188,-73.87252807617188,40.7744255065918,N,1754
4184,id2957326,2,2016-04-21 23:33:56,2016-04-21 23:39:08,1,-74.00579833984375,40.71767044067383,-74.00908660888672,40.725868225097656,N,312
135596,id0043022,2,2016-05-09 15:33:59,2016-05-09 15:38:57,5,-73.99027252197266,40.73186874389648,-73.99984741210938,40.73775863647461,N,298
1187393,id2974675,2,2016-04-26 21:01:52,2016-04-26 21:29:02,1,-73.99620819091797,40.738258361816406,-73.83502960205078,40.704551696777344,N,1630
665879,id2085901,2,2016-01-05 20:26:15,2016-01-05 20:46:05,1,-73.93619537353516,40.7498435974121,-73.92216491699219,40.77706527709961,N,1190
473786,id1393648,1,2016-05-09 22:22:18,2016-05-09 22:30:19,1,-73.9918441772461,40.74989318847656,-73.97990417480467,40.733360290527344,N,481
565737,id3615176,2,2016-03-04 22:12:08,2016-03-04 22:20:26,1,-73.988037109375,40.76462936401367,-74.0009765625,40.74235916137695,N,498
934321,id2437404,1,2016-05-29 11:48:33,2016-05-29 11:57:45,1,-73.99951171875,40.7386589050293,-73.98784637451173,40.732288360595696,N,552
1143176,id2059135,2,2016-01-21 20:59:21,2016-01-21 21:01:14,3,-73.9532699584961,40.779869079589844,-73.94921112060547,40.78937149047852,N,113
481852,id0254842,2,2016-04-20 10:42:30,2016-04-20 11:21:30,2,-73.78176116943358,40.64497375488281,-73.931640625,40.795352935791016,N,2340
1168265,id2301548,1,2016-04-30 22:34:41,2016-04-30 22:47:48,3,-73.98491668701173,40.75909423828125,-73.9916458129883,40.74100112915039,N,787
716040,id2928586,2,2016-06-29 07:10:17,2016-06-29 07:16:11,2,-73.96919250488281,40.80091094970703,-73.97814178466798,40.78302001953125,N,354
545562,id2792607,2,2016-04-27 15:03:23,2016-04-27 15:27:24,2,-73.87098693847656,40.77377700805664,-73.98786926269531,40.747573852539055,N,1441
663799,id2421487,2,2016-04-24 23:55:45,2016-04-25 00:02:08,2,-74.00050354003906,40.72985076904297,-73.98890686035155,40.72026062011719,N,383
1358388,id2763493,1,2016-03-17 19:31:53,2016-03-17 20:13:02,1,-73.79957580566406,40.64550018310547,-74.00088500976562,40.741844177246094,N,2469
503656,id1116889,2,2016-05-31 09:55:48,2016-05-31 10:31:51,2,-73.97811889648438,40.73740005493164,-73.87052154541014,40.773841857910156,N,2163
506265,id3883354,2,2016-01-29 10:34:34,2016-01-29 10:42:19,1,-73.98162841796875,40.77846145629883,-73.97657775878906,40.78583908081055,N,465
430234,id3907339,1,2016-01-16 22:52:43,2016-01-16 22:56:54,1,-73.96626281738281,40.76477432250977,-73.95721435546875,40.77437210083008,N,251
1156206,id2007770,2,2016-05-11 22:32:13,2016-05-11 22:51:12,3,-73.97894287109375,40.723976135253906,-73.96138000488281,40.716400146484375,N,1139
672670,id3068876,1,2016-01-20 03:59:56,2016-01-20 04:20:16,4,-74.0038833618164,40.74208068847656,-74.01349639892578,40.70969772338867,N,1220
469689,id3345830,1,2016-01-26 17:41:06,2016-01-26 17:46:31,1,-73.970703125,40.7549934387207,-73.97126007080078,40.750244140625,N,325
1434240,id0778313,2,2016-04-29 08:21:55,2016-04-29 08:38:48,6,-73.99200439453125,40.75524520874024,-73.9625701904297,40.77859115600585,N,1013
258560,id0943529,2,2016-03-04 10:48:45,2016-03-04 10:54:53,1,-73.9802474975586,40.74868774414063,-73.99227142333984,40.74919509887695,N,368
757028,id1646051,1,2016-04-19 20:15:43,2016-04-19 20:18:24,2,-73.97701263427734,40.76590347290039,-73.98235321044923,40.770896911621094,N,161
