,id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
761856,id3610921,2,2016-06-03 14:42:31,2016-06-03 14:49:54,1,-73.9466781616211,40.77239990234375,-73.95452880859375,40.77988052368164,N,443
151313,id1401631,1,2016-06-28 12:14:32,2016-06-28 12:25:27,3,-73.99335479736328,40.74970245361328,-74.00878143310547,40.739421844482415,N,655
1351790,id3371044,2,2016-05-19 20:51:01,2016-05-19 20:55:07,1,-73.98206329345702,40.77539825439453,-73.97554779052734,40.78812789916992,N,246
1034316,id1229179,1,2016-05-17 01:35:10,2016-05-17 01:52:31,1,-73.9827651977539,40.73109817504883,-73.96652221679686,40.79948425292969,N,1041
258327,id2504978,1,2016-05-29 16:11:37,2016-05-29 16:17:39,1,-73.9798812866211,40.73519134521485,-73.9939956665039,40.73208236694336,N,362
358019,id0765900,1,2016-01-12 14:21:06,2016-01-12 14:30:15,1,-73.97528076171875,40.76127243041992,-73.99038696289062,40.74056243896485,N,549
481874,id2138221,1,2016-01-16 11:37:58,2016-01-16 11:41:17,1,-73.96115112304686,40.76533508300781,-73.9698486328125,40.76305770874024,N,199
679553,id2272621,2,2016-02-13 00:55:38,2016-02-13 01:20:25,1,-73.98731994628906,40.73657989501953,-73.98881530761719,40.71953201293945,N,1487
843178,id0471177,2,2016-02-08 19:35:20,2016-02-08 19:39:38,5,-74.0051498413086,40.71908950805664,-73.99783325195312,40.72062683105469,N,258
20879,id0429254,2,2016-04-21 08:11:08,2016-04-21 08:50:57,1,-73.78224182128906,40.644695281982415,-73.78425598144531,40.741226196289055,N,2389
316713,id1668695,2,2016-03-11 12:30:21,2016-03-11 12:53:10,1,-73.99005126953125,40.756126403808594,-74.00782775878906,40.70302200317383,N,1369
96828,id2810140,2,2016-06-25 16:51:37,2016-06-25 17:00:38,4,-73.96820068359375,40.75532913208008,-73.98033905029298,40.732181549072266,N,541
324914,id3360503,2,2016-02-03 15:58:27,2016-02-03 16:07:17,2,-74.00431060791014,40.74203872680664,-73.98978424072266,40.7419319152832,N,530
16320,id0866534,2,2016-03-03 19:37:59,2016-03-03 19:55:11,1,-73.992919921875,40.75672912597656,-74.00379180908203,40.72545623779297,N,1032
973719,id3648515,2,2016-06-27 22:30:41,2016-06-27 23:01:20,1,-73.78977966308595,40.646156311035156,-73.95150756835938,40.77359390258789,N,1839
199336,id1418576,2,2016-06-03 23:04:03,2016-06-03 23:15:10,1,-73.78243255615234,40.64453887939453,-73.78054809570312,40.66912841796875,N,667
447733,id3493858,2,2016-05-03 20:57:01,2016-05-03 21:11:41,4,-73.99215698242188,40.73533248901367,-73.98810577392578,40.75947189331055,N,880
1025084,id3521107,2,2016-02-06 03:37:07,2016-02-06 03:41:46,1,-74.00881195068358,40.7158088684082,-74.00607299804686,40.71004104614258,N,279
628822,id0280205,2,2016-02-02 17:01:48,2016-02-02 17:06:22,1,-73.9857864379883,40.7681770324707,-73.98212432861328,40.7723388671875,N,274
1130491,id0155403,1,2016-01-12 11:19:54,2016-01-12 11:50:16,1,-73.99649047851562,40.725452423095696,-73.96578216552734,40.758785247802734,N,1822
1096052,id1022948,1,2016-06-27 04:50:38,2016-06-27 05:07:49,1,-73.97925567626955,40.74719619750977,-73.86432647705078,40.77002334594727,N,1031
712674,id3693236,2,2016-02-21 09:23:30,2016-02-21 09:25:45,1,-73.99594116210938,40.764251708984375,-74.00514221191406,40.75164031982422,N,135
67234,id0175263,2,2016-03-12 18:06:02,2016-03-12 18:12:15,3,-73.98338317871094,40.756126403808594,-73.97198486328125,40.75317001342773,N,373
1359401,id2863942,1,2016-06-30 19:08:11,2016-06-30 19:24:12,1,-74.00917053222656,40.717044830322266,-73.99217224121094,40.72650909423828,N,961
757508,id0468721,2,2016-02-03 19:19:26,2016-02-03 19:46:52,1,-74.00881958007811,40.71931076049805,-73.9861068725586,40.718849182128906,N,1646
753532,id1718421,1,2016-03-27 13:06:37,2016-03-27 13:12:33,1,-73.95145416259766,40.77022171020508,-73.963134765625,40.76200485229492,N,356
1188997,id2487873,2,2016-02-22 10:11:08,2016-02-22 10:17:35,1,-73.98816680908203,40.75445175170898,-74.00025939941406,40.75864028930664,N,387
304221,id0852812,2,2016-03-13 15:56:08,2016-03-13 16:08:17,5,-73.9710235595703,40.75675964355469,-73.95282745361328,40.782569885253906,N,729
654420,id2575099,1,2016-01-14 21:01:31,2016-01-14 21:16:36,2,-73.9942626953125,40.75100326538085,-74.01663208007811,40.71576690673828,N,905
770995,id2750083,1,2016-02-26 07:57:43,2016-02-26 08:06:02,1,-73.98883056640625,40.736682891845696,-73.97913360595702,40.7524528503418,N,499
606318,id3898016,2,2016-03-28 04:32:13,2016-03-28 04:36:56,2,-73.94972991943358,40.827674865722656,-73.93667602539062,40.84521865844727,N,283
1353189,id3763035,1,2016-04-01 19:59:52,2016-04-01 20:46:38,1,-73.97184753417969,40.75818634033203,-74.01004028320312,40.726219177246094,Y,2806
1114401,id1017213,1,2016-04-26 21:46:20,2016-04-26 22:01:53,1,-74.00567626953125,40.74547576904297,-74.02798461914062,40.746742248535156,N,933
1032254,id2300575,1,2016-06-14 08:36:59,2016-06-14 08:55:23,1,-73.97766876220702,40.78632354736328,-73.97262573242188,40.7615966796875,N,1104
231676,id1117964,1,2016-06-07 09:58:30,2016-06-07 10:22:51,1,-73.98199462890625,40.770374298095696,-73.98213195800781,40.7458610534668,N,1461
559001,id3689098,2,2016-03-15 14:35:31,2016-03-15 14:46:23,1,-73.98801422119139,40.753822326660156,-74.00546264648438,40.740100860595696,N,652
30803,id1595117,2,2016-01-24 21:30:08,2016-01-24 21:42:59,1,-73.98416900634766,40.76139831542969,-73.97496795654298,40.787841796875,N,771
1325108,id2925576,1,2016-06-22 17:03:41,2016-06-22 18:23:47,2,-74.00797271728516,40.70505142211913,-73.864013671875,40.76953887939453,N,4806
607525,id2620465,2,2016-05-01 15:26:32,2016-05-01 15:34:39,1,-73.9964828491211,40.72557067871094,-74.01080322265625,40.716983795166016,N,487
1019393,id1432606,2,2016-04-03 01:26:33,2016-04-03 01:32:36,5,-73.91478729248048,40.76380920410156,-73.93228149414062,40.771461486816406,N,363
845002,id3089740,1,2016-06-18 23:25:26,2016-06-18 23:39:44,1,-73.87300872802734,40.77410125732422,-73.92060852050781,40.74760818481445,N,858
420447,id0338930,2,2016-01-08 23:54:17,2016-01-09 00:02:26,1,-74.00038146972656,40.73529815673828,-73.99964904785155,40.719539642333984,N,489
184444,id3132890,2,2016-06-26 00:14:16,2016-06-26 00:32:24,4,-73.95887756347656,40.7689208984375,-74.0159912109375,40.7152214050293,N,1088
459901,id0380498,1,2016-03-05 08:40:57,2016-03-05 08:55:35,1,-73.95785522460938,40.78237533569336,-73.94277954101562,40.84159469604492,N,878
427592,id3124106,2,2016-01-07 23:11:17,2016-01-07 23:35:42,1,-73.78962707519531,40.64675521850585,-73.98516845703125,40.73896026611328,N,1465
314035,id1623272,1,2016-06-05 20:08:06,2016-06-05 20:18:55,1,-73.97967529296875,40.760658264160156,-73.99251556396483,40.72728729248047,N,649
1024064,id1638451,2,2016-03-27 15:46:31,2016-03-27 16:48:49,5,-73.77676391601562,40.64535903930664,-74.01422882080078,40.70987319946289,N,3738
699549,id0697139,1,2016-03-21 10:59:21,2016-03-21 11:03:42,2,-73.95119476318358,40.78258514404297,-73.9538803100586,40.774818420410156,N,261
962183,id0444643,2,2016-06-12 10:19:42,2016-06-12 10:25:55,1,-73.98509979248048,40.73974990844727,-73.9855728149414,40.73984909057617,N,373
138668,id2637166,1,2016-04-01 07:15:36,2016-04-01 07:22:38,1,-73.95528411865234,40.78289794921875,-73.97236633300781,40.765052795410156,N,422
808920,id3411186,2,2016-04-22 00:58:31,2016-04-22 01:04:59,1,-73.99491119384766,40.76556015014648,-73.9911117553711,40.75035095214844,N,388
25322,id2281153,1,2016-03-01 18:21:00,2016-03-01 18:32:39,1,-73.9378890991211,40.79692459106445,-73.9643020629883,40.7972068786621,N,699
1277990,id2858410,2,2016-03-18 11:35:59,2016-03-18 11:44:07,1,-73.87300872802734,40.77416610717773,-73.90652465820312,40.773216247558594,N,488
1274899,id3189992,2,2016-03-16 12:25:13,2016-03-16 12:47:01,1,-73.97279357910156,40.75320816040039,-73.99588775634766,40.73604583740234,N,1308
88713,id3752475,2,2016-04-01 23:46:28,2016-04-02 00:11:32,1,-73.9764633178711,40.74398040771485,-73.95072937011719,40.7083396911621,N,1504
539255,id3741837,1,2016-03-17 19:27:56,2016-03-17 19:33:46,3,-73.96879577636719,40.75723648071289,-73.95555877685547,40.77659606933594,N,350
1444139,id1992735,2,2016-03-06 15:48:44,2016-03-06 15:58:06,2,-73.97933197021484,40.787208557128906,-73.96524810791014,40.80590057373047,N,562
810358,id2902302,1,2016-05-28 01:09:39,2016-05-28 01:16:22,1,-74.0080795288086,40.71678924560547,-73.99996185302734,40.719146728515625,N,403
686647,id3086568,2,2016-03-16 17:54:53,2016-03-16 18:11:27,4,-73.95260620117188,40.76850891113281,-73.9841537475586,40.74724960327149,N,994
1046864,id0053781,1,2016-05-03 17:32:23,2016-05-03 17:57:25,2,-73.87066650390625,40.77363586425781,-73.9764404296875,40.75167083740234,N,1502
970876,id0580975,1,2016-02-23 19:34:17,2016-02-23 19:44:56,1,-73.98192596435547,40.763580322265625,-73.98103332519531,40.78143310546875,N,639
230430,id2914586,2,2016-06-16 21:37:05,2016-06-16 22:03:23,1,-73.98957061767578,40.75289535522461,-73.91429138183594,40.88118362426758,N,1578
378543,id2917142,1,2016-05-04 12:47:07,2016-05-04 12:57:05,1,-73.97096252441406,40.7562255859375,-73.96695709228516,40.767425537109375,N,598
346922,id0584131,2,2016-05-28 09:15:31,2016-05-28 09:23:56,1,-73.96041870117188,40.7646598815918,-73.9866943359375,40.766746520996094,N,505
594115,id1476094,2,2016-03-24 12:47:23,2016-03-24 13:01:12,1,-74.0042724609375,40.719688415527344,-74.00218200683594,40.70756912231445,N,829
1300137,id3231484,1,2016-05-29 00:43:49,2016-05-29 00:46:53,2,-73.9786605834961,40.740909576416016,-73.98681640625,40.73314666748047,N,184
1395832,id3727343,1,2016-04-09 01:53:16,2016-04-09 02:07:03,1,-73.99163818359375,40.72688674926758,-73.99209594726562,40.757911682128906,N,827
1453278,id2079984,2,2016-04-28 23:21:39,2016-04-28 23:27:59,1,-73.97530364990234,40.754749298095696,-73.96456909179686,40.75482177734375,N,380
801205,id2557722,2,2016-06-26 21:01:29,2016-06-26 21:08:00,3,-73.94442749023438,40.78818130493164,-73.95658111572266,40.775291442871094,N,391
779807,id2067290,2,2016-02-06 17:32:50,2016-02-06 17:37:34,1,-73.9772186279297,40.68389129638672,-73.96829223632812,40.68790054321289,N,284
833638,id1941375,2,2016-01-18 12:00:07,2016-01-18 12:26:26,2,-73.99201202392578,40.6951904296875,-73.96208190917969,40.77946853637695,N,1579
1037054,id0029815,1,2016-04-25 08:47:23,2016-04-25 08:59:07,2,-73.99037170410156,40.73704147338867,-74.009521484375,40.73963928222656,N,704
922210,id0964814,1,2016-04-01 04:49:00,2016-04-01 04:49:05,1,-74.0145263671875,40.71688461303711,-74.0145263671875,40.71688461303711,N,5
2990,id1707516,1,2016-06-11 22:17:07,2016-06-11 22:24:54,1,-73.97944641113281,40.73748016357422,-73.98955535888672,40.73545837402344,N,467
1456629,id3109113,1,2016-02-27 08:40:35,2016-02-27 08:51:34,1,-73.99880981445312,40.744712829589844,-74.01091003417969,40.709449768066406,N,659
624260,id3567873,1,2016-04-10 14:37:07,2016-04-10 14:40:58,1,-73.95533752441406,40.78609848022461,-73.94823455810547,40.79648208618164,N,231
479652,id3279325,2,2016-04-09 11:59:25,2016-04-09 12:22:36,1,-74.00556182861328,40.72547149658203,-74.00997161865234,40.70996856689453,N,1391
695657,id0252228,2,2016-01-09 01:54:47,2016-01-09 02:08:00,2,-73.955810546875,40.77223205566406,-73.9850311279297,40.73224258422852,N,793
467916,id2595740,2,2016-04-27 20:09:36,2016-04-27 20:13:46,1,-73.96475219726562,40.76032638549805,-73.95297241210938,40.771427154541016,N,250
308664,id0676024,2,2016-03-20 01:24:16,2016-03-20 01:30:24,5,-73.9830322265625,40.72259521484375,-73.99481201171875,40.72488784790039,N,368
1324626,id1182379,1,2016-06-01 13:17:48,2016-06-01 13:34:55,1,-73.97372436523438,40.750675201416016,-73.86194610595702,40.76853561401367,N,1027
86894,id3535194,2,2016-06-28 23:58:28,2016-06-29 00:33:41,1,-74.0010757446289,40.73165130615234,-73.95046997070312,40.69298553466797,N,2113
1127908,id2312288,2,2016-03-10 20:11:43,2016-03-10 20:14:10,1,-73.96011352539062,40.77318572998047,-73.96563720703125,40.7744255065918,N,147
272742,id2131816,2,2016-01-23 08:27:38,2016-01-23 08:52:23,3,-73.99845886230467,40.76116943359375,-73.98690032958984,40.72113037109375,N,1485
592058,id2451057,1,2016-05-21 11:24:32,2016-05-21 11:30:11,1,-73.96316528320312,40.72036361694336,-73.95564270019531,40.72996139526367,N,339
311546,id0565821,1,2016-04-24 01:48:59,2016-04-24 01:58:29,1,-74.0033187866211,40.72352981567383,-73.9871826171875,40.722328186035156,N,570
468006,id1782440,1,2016-06-17 11:06:22,2016-06-17 11:13:20,1,-73.94287109375,40.78987503051758,-73.93878173828125,40.80496215820313,N,418
13118,id3844290,1,2016-03-04 12:17:47,2016-03-04 12:26:34,1,-73.87305450439453,40.77412796020508,-73.90808868408203,40.774280548095696,N,527
66887,id1687765,1,2016-06-23 08:43:28,2016-06-23 08:45:35,1,-73.98583221435547,40.74638748168945,-73.98942565917969,40.73834991455078,N,127
195160,id3803124,2,2016-02-16 12:16:28,2016-02-16 12:24:08,1,-73.97709655761719,40.751331329345696,-73.9697265625,40.75373840332031,N,460
16511,id1262787,1,2016-01-22 12:21:54,2016-01-22 12:31:37,1,-73.97744750976562,40.7869873046875,-73.95570373535155,40.78778839111328,N,583
243734,id0028963,2,2016-04-02 17:59:46,2016-04-02 18:45:24,1,-73.78257751464844,40.64447021484375,-73.97219848632812,40.75606918334961,N,2738
815318,id0409166,2,2016-05-16 08:54:34,2016-05-16 08:55:49,1,-74.00723266601562,40.733924865722656,-74.0065155029297,40.738636016845696,N,75
696109,id1913831,2,2016-02-26 09:40:50,2016-02-26 09:44:08,5,-73.97721099853516,40.78755569458008,-73.98167419433594,40.77974319458008,N,198
1259672,id1254640,1,2016-06-25 18:03:02,2016-06-25 18:13:49,1,-73.99021911621094,40.76169204711913,-73.97132110595702,40.7877311706543,N,647
214790,id3659103,1,2016-01-13 13:36:00,2016-01-13 14:31:45,1,-73.93863677978516,40.82200241088867,-73.96101379394531,40.760738372802734,N,3345
1097747,id3984595,1,2016-06-07 08:19:16,2016-06-07 08:34:21,1,-73.95585632324219,40.782325744628906,-73.96292114257811,40.76649856567383,N,905
637496,id2618109,1,2016-06-24 14:46:31,2016-06-24 14:50:44,1,-73.98139190673827,40.780738830566406,-73.974365234375,40.787464141845696,N,253
145409,id2679206,1,2016-04-05 14:04:42,2016-04-05 14:39:14,1,-73.95817565917969,40.77586364746094,-73.97380828857422,40.76278305053711,N,2072
154321,id2708266,1,2016-05-01 18:19:04,2016-05-01 18:23:52,1,-73.97974395751955,40.78407287597656,-73.97228240966798,40.788307189941406,N,288
885621,id0516261,1,2016-04-27 20:14:29,2016-04-27 20:29:41,1,-73.98418426513672,40.760906219482415,-73.97401428222656,40.78906631469727,N,912
278774,id3664473,1,2016-01-20 23:36:05,2016-01-20 23:46:42,1,-74.00101470947266,40.72904968261719,-73.99744415283203,40.7133903503418,N,637
943642,id2746526,2,2016-06-12 18:13:07,2016-06-12 18:45:20,1,-73.98441314697266,40.770103454589844,-73.95994567871094,40.71924209594727,N,1933
1072469,id2930950,2,2016-05-20 14:52:17,2016-05-20 14:56:35,1,-73.9678955078125,40.76274871826172,-73.9678955078125,40.76274871826172,N,258
409832,id3733556,2,2016-03-08 17:28:58,2016-03-08 17:44:36,3,-73.98388671875,40.76152038574219,-73.99381256103516,40.74568176269531,N,938
70537,id2918133,2,2016-04-22 21:05:02,2016-04-22 21:15:17,1,-74.00247955322266,40.75524139404297,-73.98258209228516,40.772239685058594,N,615
361489,id1897404,2,2016-01-16 06:29:16,2016-01-16 07:07:06,1,-73.78218841552734,40.64477157592773,-74.00441741943358,40.717098236083984,N,2270
428331,id1347198,1,2016-04-09 23:22:26,2016-04-09 23:29:36,2,-73.98804473876955,40.75905227661133,-73.98292541503906,40.75558853149415,N,430
1183331,id3034421,2,2016-02-04 15:55:54,2016-02-04 15:57:26,6,-73.96941375732422,40.79520034790039,-73.96440887451173,40.80223846435547,N,92
589794,id0655221,2,2016-01-06 09:34:42,2016-01-06 09:52:45,1,-73.98783874511719,40.77643203735352,-73.95316314697266,40.78871154785156,N,1083
1251172,id3947233,2,2016-02-05 17:03:14,2016-02-05 17:12:56,5,-73.98088836669923,40.74644470214844,-73.9837875366211,40.7508201599121,N,582
254272,id2045900,1,2016-03-18 06:53:50,2016-03-18 07:02:34,1,-74.00712585449219,40.73025512695313,-73.98774719238281,40.74131393432617,N,524
614270,id3366867,1,2016-02-17 23:04:23,2016-02-17 23:13:28,1,-73.98389434814453,40.74665069580078,-73.9605941772461,40.769798278808594,N,545
1174385,id1636420,2,2016-03-23 11:42:57,2016-03-23 11:58:09,1,-73.97251892089844,40.746620178222656,-73.98905944824219,40.692649841308594,N,912
113442,id2855523,2,2016-04-26 18:54:51,2016-04-26 19:01:49,1,-73.98429107666014,40.74018859863281,-73.99079132080078,40.72436141967773,N,418
699308,id3573688,2,2016-02-23 09:53:16,2016-02-23 09:56:04,1,-73.9922866821289,40.748531341552734,-73.99465179443358,40.74092864990234,N,168
389847,id3690367,1,2016-03-02 20:04:38,2016-03-02 20:10:27,1,-73.99507141113281,40.74489974975585,-74.00375366210938,40.73128128051758,N,349
1245855,id1295554,1,2016-02-11 18:34:23,2016-02-11 18:55:52,1,-73.9707489013672,40.75930786132813,-73.98513793945312,40.72439193725585,N,1289
597157,id2796840,1,2016-03-13 06:21:11,2016-03-13 06:24:59,1,-73.98029327392578,40.74536895751953,-73.9832763671875,40.7429084777832,N,228
262071,id2577036,1,2016-06-02 20:51:28,2016-06-02 21:00:28,1,-73.96584320068358,40.768314361572266,-73.98898315429686,40.77658462524415,Y,540
622747,id2231875,2,2016-06-01 19:58:35,2016-06-01 20:16:14,2,-73.97531127929686,40.761810302734375,-73.99082946777342,40.75096130371094,N,1059
987525,id2378314,2,2016-04-25 20:00:41,2016-04-25 20:11:03,6,-73.97441101074219,40.75629806518555,-73.96208953857422,40.77650833129883,N,622
88041,id2669616,1,2016-02-12 22:20:49,2016-02-12 22:42:26,1,-74.00521850585938,40.740589141845696,-73.9888687133789,40.76274490356445,N,1297
793791,id2825142,2,2016-02-21 18:31:47,2016-02-21 18:38:21,2,-73.9813003540039,40.78168869018555,-73.97077178955078,40.79605102539063,N,394
428136,id3540849,2,2016-03-10 11:28:20,2016-03-10 11:39:32,2,-73.95851898193358,40.77566909790039,-73.96755981445312,40.7630615234375,N,672
1223895,id0383550,2,2016-06-02 20:06:12,2016-06-02 20:20:22,1,-73.99930572509766,40.73401641845703,-73.98968505859375,40.75730514526367,N,850
