,id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
944500,id1104094,2,2016-04-17 23:25:26,2016-04-17 23:43:43,5,-73.87294006347656,40.774269104003906,-74.00206756591797,40.70906066894531,N,1097
98645,id1737492,1,2016-03-09 11:09:18,2016-03-09 11:19:13,1,-73.97924041748048,40.761661529541016,-73.98200225830078,40.77553939819336,N,595
955070,id1135960,2,2016-01-17 16:23:26,2016-01-17 16:28:11,1,-73.98621368408203,40.747596740722656,-73.97537231445312,40.74795150756836,N,285
1174448,id2189946,2,2016-06-15 19:40:08,2016-06-15 19:51:38,1,-73.9825210571289,40.75558853149415,-73.98990631103516,40.738468170166016,N,690
763051,id2818779,1,2016-01-20 21:36:56,2016-01-20 21:40:01,1,-73.98087310791014,40.77434921264648,-73.98896026611328,40.767799377441406,N,185
1309533,id3941220,2,2016-05-09 17:54:27,2016-05-09 18:21:33,2,-73.87557983398438,40.77141952514648,-73.97310638427734,40.75571823120117,N,1626
628734,id0402098,1,2016-04-21 07:07:33,2016-04-21 07:38:02,2,-73.95381927490234,40.7850341796875,-73.97650146484375,40.76006317138672,N,1829
940091,id0609245,1,2016-04-09 21:42:50,2016-04-09 21:55:08,4,-73.995361328125,40.75986862182617,-73.97454833984375,40.753578186035156,N,738
220045,id1715751,1,2016-05-12 22:08:12,2016-05-12 22:24:19,1,-73.97982025146483,40.76557922363281,-73.99219512939453,40.74473571777344,N,967
851119,id1491960,2,2016-05-29 16:19:26,2016-05-29 16:38:04,1,-74.01439666748048,40.71387100219727,-73.98772430419923,40.76002502441406,N,1118
1178958,id0083889,2,2016-04-30 10:51:36,2016-04-30 11:20:59,1,-73.99063110351562,40.75622177124024,-73.8707275390625,40.77392959594727,N,1763
562614,id1566347,1,2016-03-26 00:19:12,2016-03-26 00:31:06,1,-73.9283218383789,40.76346969604492,-73.90250396728516,40.77576065063477,Y,714
869590,id1807050,2,2016-01-04 09:17:21,2016-01-04 09:44:39,1,-73.98330688476562,40.776531219482415,-73.97135162353516,40.76335906982422,N,1638
189976,id1694229,1,2016-02-11 22:26:35,2016-02-11 22:29:07,1,-74.00980377197266,40.722015380859375,-74.007080078125,40.71602630615234,N,152
1375373,id2541739,1,2016-04-22 04:26:57,2016-04-22 04:41:50,1,-73.98162078857422,40.71444320678711,-73.99004364013672,40.71257400512695,N,893
1392071,id2734092,2,2016-04-09 04:44:34,2016-04-09 04:52:18,2,-73.98717498779298,40.755638122558594,-73.973876953125,40.74885177612305,N,464
425666,id3802924,1,2016-02-14 11:22:43,2016-02-14 11:32:02,1,-73.91648864746094,40.81682586669922,-73.92790222167969,40.83558654785156,N,559
774677,id1811764,2,2016-02-26 10:45:41,2016-02-26 11:22:11,1,-73.9959945678711,40.68680191040039,-73.98067474365234,40.7602424621582,N,2190
290528,id3489938,1,2016-05-07 02:48:09,2016-05-07 02:52:12,1,-73.98140716552734,40.76287078857422,-73.98639678955078,40.7698974609375,N,243
586446,id0452482,2,2016-03-16 08:14:35,2016-03-16 08:20:30,1,-73.96798706054686,40.76812744140625,-73.95758819580078,40.782581329345696,N,355
1034028,id0522368,2,2016-05-17 21:49:16,2016-05-17 21:57:56,1,-73.99126434326173,40.74939727783203,-73.97303009033203,40.76339340209961,N,520
600748,id3112882,1,2016-04-19 10:26:40,2016-04-19 10:34:09,1,-74.00897979736328,40.725982666015625,-74.00627136230467,40.71559143066406,N,449
1070566,id3812734,2,2016-06-14 17:40:59,2016-06-14 17:46:47,1,-73.94990539550781,40.77635192871094,-73.95271301269531,40.78657531738281,N,348
1103891,id3501683,2,2016-03-09 02:03:06,2016-03-09 02:15:24,2,-73.99910736083984,40.72259140014648,-73.97728729248048,40.75014877319336,N,738
96774,id0115105,1,2016-05-05 15:34:57,2016-05-05 15:51:05,1,-73.96764373779298,40.7661247253418,-73.93916320800781,40.804481506347656,N,968
1013830,id1834951,1,2016-06-09 22:07:29,2016-06-09 22:16:22,1,-73.97354888916014,40.75518035888672,-73.97454071044923,40.74979782104492,N,533
307658,id0938572,1,2016-05-22 21:48:06,2016-05-22 21:56:07,1,-73.98436737060547,40.76467895507813,-73.97437286376955,40.78831481933594,N,481
423729,id3972577,2,2016-06-06 03:10:15,2016-06-06 03:29:58,1,-73.99063873291014,40.76087188720703,-73.88140869140625,40.736488342285156,N,1183
1158614,id0219947,2,2016-01-09 01:53:43,2016-01-09 01:55:30,2,-74.00630187988281,40.73347473144531,-74.00202941894531,40.74034118652344,N,107
1431823,id1510039,2,2016-04-01 12:51:17,2016-04-01 12:54:10,5,-73.95012664794923,40.77193069458008,-73.9437026977539,40.776611328125,N,173
1189494,id1939037,2,2016-01-20 20:04:14,2016-01-20 20:26:04,1,-73.99192047119139,40.74747848510742,-73.87274169921875,40.77444076538085,N,1310
349038,id0718998,1,2016-03-10 16:43:09,2016-03-10 16:56:59,1,-73.96993255615234,40.79736328125,-73.95901489257811,40.77587127685547,N,830
5854,id3409021,2,2016-03-24 13:12:05,2016-03-24 13:21:36,1,-73.97589111328125,40.75147247314453,-73.9886016845703,40.75790023803711,N,571
348226,id2565175,1,2016-06-22 22:39:22,2016-06-22 23:02:55,1,-73.98736572265625,40.72001647949219,-73.95809173583984,40.780555725097656,N,1413
1411588,id2034059,2,2016-05-02 18:00:28,2016-05-02 18:07:02,5,-73.96582794189453,40.76211929321289,-73.95220184326173,40.77286911010742,N,394
709025,id1630533,1,2016-03-12 17:00:03,2016-03-12 17:11:34,1,-73.98239135742188,40.76301956176758,-73.96347045898438,40.75609970092773,N,691
187772,id0266722,1,2016-01-28 11:13:00,2016-01-28 11:55:24,1,-73.86344909667969,40.76985168457031,-73.99976348876955,40.72187805175781,N,2544
347194,id1081530,1,2016-05-02 15:26:07,2016-05-02 15:44:03,1,-73.9693374633789,40.75369644165039,-73.99057006835938,40.7513542175293,N,1076
736560,id0550200,2,2016-04-16 00:26:44,2016-04-16 00:30:20,1,-73.93605041503906,40.74967956542969,-73.9187240600586,40.7579345703125,N,216
530940,id1013474,2,2016-05-22 21:40:09,2016-05-22 21:49:03,6,-73.93883514404298,40.851070404052734,-73.91672515869139,40.87033081054688,N,534
1261164,id0075322,1,2016-05-15 09:49:44,2016-05-15 10:03:47,4,-73.96501922607422,40.8066291809082,-73.94918823242188,40.79419708251953,N,843
465743,id2428190,1,2016-02-14 19:43:52,2016-02-14 19:47:27,1,-73.9432373046875,40.79631042480469,-73.95011901855469,40.79265975952149,N,215
263809,id2154895,1,2016-05-23 23:37:37,2016-05-23 23:37:45,0,-73.86163330078125,40.70502853393555,-73.86163330078125,40.70502853393555,N,8
426471,id1637855,2,2016-02-17 17:15:42,2016-02-17 17:19:09,1,-74.00064849853516,40.742130279541016,-73.99105072021484,40.74133682250977,N,207
586851,id1913054,1,2016-05-22 14:24:40,2016-05-22 14:35:58,1,-73.97341918945312,40.7632064819336,-73.9912109375,40.75051879882813,N,678
55245,id1706297,2,2016-03-15 08:24:43,2016-03-15 08:40:06,1,-73.9749526977539,40.76081085205078,-73.98674011230467,40.73637008666992,N,923
1440101,id3884870,2,2016-04-28 22:07:37,2016-04-28 22:12:17,1,-73.96295928955078,40.763450622558594,-73.9623794555664,40.77587127685547,N,280
491516,id1806504,2,2016-01-18 13:40:25,2016-01-18 13:49:01,1,-73.97342681884766,40.784934997558594,-73.990966796875,40.77499771118164,N,516
119102,id0665410,2,2016-04-02 20:13:23,2016-04-02 20:26:24,2,-73.99810791015625,40.760841369628906,-74.00462341308595,40.7254638671875,N,781
1430951,id2925787,2,2016-04-30 23:23:27,2016-04-30 23:27:22,1,-73.98593139648438,40.76246643066406,-73.98822021484375,40.76968765258789,N,235
304156,id1244836,1,2016-02-24 09:52:04,2016-02-24 09:54:31,1,-73.96859741210938,40.78635025024415,-73.96147155761719,40.780418395996094,N,147
1287769,id3160762,1,2016-06-06 07:42:22,2016-06-06 07:59:21,1,-73.97859191894531,40.77291870117188,-73.98809051513672,40.737876892089844,N,1019
332532,id0249410,1,2016-03-30 05:55:57,2016-03-30 06:18:13,1,-73.84740447998048,40.73931121826172,-74.01056671142578,40.71790313720703,N,1336
945461,id2020930,2,2016-05-14 23:09:37,2016-05-14 23:20:37,1,-73.9450912475586,40.78264999389648,-73.97196960449219,40.74993896484375,N,660
413072,id2511650,2,2016-04-18 22:04:07,2016-04-18 22:15:03,2,-73.98404693603516,40.77374649047852,-73.97725677490234,40.753360748291016,N,656
1152912,id3440828,1,2016-05-21 23:41:41,2016-05-21 23:54:51,3,-73.9888687133789,40.74540328979492,-73.99909973144531,40.72832489013672,N,790
1304622,id3173834,2,2016-04-02 01:32:07,2016-04-02 01:40:45,5,-74.00285339355469,40.73101043701172,-73.99269104003906,40.720558166503906,N,518
916908,id1910329,2,2016-03-19 00:12:29,2016-03-19 00:29:48,1,-73.98828125,40.71998977661133,-73.99964141845702,40.68352890014648,N,1039
504841,id2749679,2,2016-01-13 17:34:45,2016-01-13 17:51:16,1,-73.95525360107422,40.77934265136719,-73.96532440185547,40.79859924316406,N,991
907461,id1716837,1,2016-05-07 12:18:51,2016-05-07 12:26:56,1,-74.01382446289062,40.716739654541016,-73.999755859375,40.74582290649415,N,485
294751,id1090807,2,2016-06-22 23:26:09,2016-06-22 23:47:10,2,-73.99771118164062,40.72094345092773,-73.96107482910156,40.661041259765625,N,1261
1333689,id1810461,1,2016-06-23 09:13:11,2016-06-23 09:29:08,1,-73.97922515869139,40.7869529724121,-73.97547149658203,40.76523971557617,N,957
1207382,id3507090,2,2016-05-14 20:41:51,2016-05-14 20:50:30,1,-73.97794342041014,40.75249481201172,-73.96310424804686,40.77485656738281,N,519
245896,id0700194,1,2016-06-29 23:01:11,2016-06-29 23:11:30,2,-73.97164154052734,40.7946662902832,-73.94255828857422,40.78733444213867,N,619
195601,id2210400,1,2016-06-27 14:12:26,2016-06-27 14:19:20,2,-73.97522735595702,40.75597763061523,-73.98186492919923,40.75805282592773,N,414
241665,id3966873,2,2016-02-25 01:17:40,2016-02-25 01:28:10,6,-73.9242172241211,40.743568420410156,-73.89250183105469,40.74885177612305,N,630
170281,id2893929,1,2016-03-02 20:12:35,2016-03-02 20:33:58,1,-73.95584869384766,40.767913818359375,-73.90281677246094,40.87635040283203,N,1283
1251689,id1229375,2,2016-02-26 23:32:19,2016-02-26 23:56:29,5,-73.98996734619139,40.75183486938477,-73.95172882080078,40.71507263183594,N,1450
158128,id1377576,2,2016-03-09 22:04:15,2016-03-09 22:17:20,6,-73.99723052978516,40.72211837768555,-73.98787689208984,40.740970611572266,N,785
1407891,id1810421,1,2016-04-22 22:45:14,2016-04-22 22:59:25,1,-74.00499725341797,40.72077178955078,-73.99661254882812,40.73221969604492,N,851
1314663,id0613460,1,2016-03-25 15:43:24,2016-03-25 15:57:53,1,-73.98729705810547,40.74471664428711,-73.98358917236328,40.721378326416016,N,869
973747,id3374716,1,2016-01-06 15:53:53,2016-01-06 16:12:17,1,-73.98553466796875,40.7634162902832,-73.96966552734375,40.79005813598633,N,1104
1320873,id3042949,1,2016-06-22 08:12:11,2016-06-22 08:38:54,1,-74.0074920654297,40.71552276611328,-73.97538757324219,40.761131286621094,N,1603
90233,id0537001,1,2016-05-06 09:43:06,2016-05-06 09:58:02,1,-73.98623657226562,40.73758316040039,-73.9765396118164,40.75609588623047,N,896
1199620,id1333622,1,2016-05-22 02:22:57,2016-05-22 02:36:05,1,-73.95833587646483,40.7133903503418,-73.9449234008789,40.68917083740234,N,788
114777,id0925486,1,2016-02-12 22:13:10,2016-02-12 22:19:34,3,-73.97398376464845,40.74714660644531,-73.98830413818358,40.72760009765625,N,384
970669,id1124937,2,2016-01-01 00:50:07,2016-01-01 01:11:00,1,-73.98532104492188,40.74449157714844,-73.9903793334961,40.75099563598633,N,1253
617314,id1081798,2,2016-06-10 21:33:51,2016-06-10 21:40:15,1,-73.96063995361328,40.769981384277344,-73.9564895629883,40.7869987487793,N,384
361611,id3591639,1,2016-05-13 22:19:55,2016-05-13 22:30:54,2,-73.97726440429686,40.751548767089844,-73.98191833496094,40.762371063232415,N,659
201252,id2236515,1,2016-02-14 04:13:36,2016-02-14 04:24:03,1,-73.99037170410156,40.760833740234375,-73.95257568359375,40.77137756347656,N,627
501435,id3638238,1,2016-06-10 13:08:03,2016-06-10 13:26:53,1,-73.95622253417969,40.78128051757813,-73.9854736328125,40.77717208862305,N,1130
617428,id2148141,1,2016-02-03 13:24:00,2016-02-03 13:42:42,1,-73.95114135742188,40.778663635253906,-73.96712493896483,40.76381301879883,N,1122
1038158,id1928286,2,2016-03-17 15:49:39,2016-03-17 16:03:41,1,-73.96337127685547,40.774269104003906,-73.97086334228516,40.7618408203125,N,842
492843,id1226112,2,2016-04-27 20:28:51,2016-04-27 20:38:31,1,-73.98680114746094,40.74522018432617,-73.99510192871094,40.72484970092773,N,580
1168115,id2962485,2,2016-06-19 10:13:29,2016-06-19 10:40:28,1,-73.96550750732422,40.75458526611328,-73.7830352783203,40.64390182495117,N,1619
991769,id3295309,2,2016-02-25 22:05:08,2016-02-25 22:16:20,1,-73.9838333129883,40.76118850708008,-74.00485229492188,40.73817825317383,N,672
1419590,id1109495,2,2016-05-24 15:13:18,2016-05-24 15:49:44,3,-73.76290130615234,40.72600936889648,-73.95455932617188,40.74153900146485,N,2186
729148,id3230133,2,2016-06-06 22:53:05,2016-06-06 22:57:20,2,-73.98648071289062,40.74128341674805,-73.97821044921875,40.7512321472168,N,255
961011,id2419037,1,2016-05-25 14:27:03,2016-05-25 14:54:07,1,-73.99031829833984,40.73155212402344,-73.97336578369139,40.76100540161133,N,1624
890077,id2153392,1,2016-06-19 12:02:06,2016-06-19 12:11:20,1,-73.98895263671875,40.74818420410156,-73.97469329833984,40.75545120239258,N,554
664328,id1987503,2,2016-01-14 12:25:50,2016-01-14 12:58:51,6,-73.96411895751955,40.77125930786133,-73.9915313720703,40.74945831298828,N,1981
1354735,id3609534,1,2016-05-10 03:40:58,2016-05-10 03:42:59,3,-73.991455078125,40.7492790222168,-74.0011215209961,40.746315002441406,N,121
465540,id2626011,2,2016-02-26 11:05:00,2016-02-26 11:31:10,1,-73.99858856201173,40.733131408691406,-73.98641204833984,40.75828170776367,N,1570
126949,id3001716,2,2016-01-26 15:00:11,2016-01-26 15:31:17,1,-73.95796203613281,40.76530838012695,-73.96698760986328,40.79359817504883,N,1866
1345695,id2096817,1,2016-02-02 22:14:59,2016-02-02 22:17:19,1,-73.96208953857422,40.77916717529297,-73.96371459960938,40.77440643310547,N,140
1094557,id3351271,1,2016-02-01 08:40:28,2016-02-01 08:55:40,1,-73.97502899169923,40.75262069702149,-74.00078582763672,40.7577018737793,N,912
503342,id1465167,2,2016-03-19 17:42:36,2016-03-19 17:56:23,2,-73.99374389648438,40.74978637695313,-73.98748016357422,40.728675842285156,N,827
1202670,id2932581,2,2016-05-08 04:20:02,2016-05-08 04:25:02,1,-73.97966766357422,40.76641082763672,-73.9960708618164,40.743560791015625,N,300
539042,id3221201,2,2016-06-16 08:15:22,2016-06-16 08:16:09,1,-74.00395965576173,40.70763778686523,-74.00395965576173,40.70763778686523,N,47
1383561,id0214618,2,2016-05-06 21:59:02,2016-05-06 22:18:23,1,-74.00885772705078,40.71910858154297,-73.98230743408203,40.76223373413085,N,1161
667814,id2675959,2,2016-01-16 19:20:21,2016-01-16 19:27:17,1,-73.9754409790039,40.762351989746094,-73.9838333129883,40.77083587646485,N,416
662894,id1148790,2,2016-05-07 13:05:37,2016-05-07 13:10:58,1,-73.95036315917969,40.77730178833008,-73.95887756347656,40.778228759765625,N,321
628331,id1037591,2,2016-03-10 00:03:38,2016-03-10 00:28:30,1,-73.98987579345702,40.73410034179688,-73.87161254882812,40.72246170043945,N,1492
915202,id1615399,1,2016-05-25 16:04:58,2016-05-25 16:27:19,1,-73.93888092041014,40.752140045166016,-73.87052917480467,40.77382278442383,N,1341
586948,id1454971,1,2016-06-21 00:25:28,2016-06-21 00:27:59,2,-74.00675201416014,40.71963882446289,-74.01125335693358,40.71328353881836,N,151
1417149,id3230914,2,2016-01-29 19:27:10,2016-01-29 19:42:47,1,-73.98977661132812,40.757568359375,-73.99163055419923,40.74074172973633,N,937
487959,id0248326,2,2016-03-26 13:38:00,2016-03-26 13:40:38,1,-73.976318359375,40.775779724121094,-73.98262023925781,40.7723388671875,N,158
663130,id0393067,2,2016-04-09 23:38:05,2016-04-10 00:07:13,6,-73.977294921875,40.74990463256836,-73.94430541992188,40.70069122314453,N,1748
209777,id2966568,2,2016-01-09 21:40:36,2016-01-09 21:48:53,5,-73.9618148803711,40.76426315307617,-73.97844696044923,40.74121856689453,N,497
1398503,id1715431,2,2016-06-12 19:31:39,2016-06-12 19:45:22,2,-74.00093078613281,40.73094177246094,-73.98281860351562,40.7234001159668,N,823
1197764,id1670226,2,2016-04-17 19:13:37,2016-04-17 19:17:56,1,-73.9647216796875,40.76424026489258,-73.95372772216798,40.77507019042969,N,259
615040,id1200555,1,2016-06-01 13:43:50,2016-06-01 14:01:59,1,-73.99069213867188,40.74001693725585,-74.00801086425781,40.73903274536133,N,1089
768647,id1881454,1,2016-05-08 20:23:50,2016-05-08 20:31:00,1,-73.9937744140625,40.72114181518555,-73.97891235351562,40.723976135253906,N,430
1332217,id3213491,1,2016-03-19 14:55:30,2016-03-19 15:14:15,2,-73.99604797363281,40.726165771484375,-73.98540496826173,40.75624084472656,N,1125
491665,id2115215,1,2016-06-02 09:24:01,2016-06-02 10:06:19,1,-73.87289428710938,40.77385330200195,-73.97679901123048,40.75215148925781,N,2538
816804,id0312248,1,2016-04-04 21:10:28,2016-04-04 21:28:35,1,-73.96680450439453,40.76134872436523,-73.9632110595703,40.72011184692383,N,1087
767542,id2327260,1,2016-04-28 07:37:13,2016-04-28 07:54:00,1,-73.98452758789062,40.72866439819336,-73.97904205322266,40.7509765625,N,1007
563229,id2108693,2,2016-03-19 17:12:25,2016-03-19 17:24:17,3,-73.99502563476562,40.725093841552734,-73.97816467285155,40.724998474121094,N,712
835225,id3595031,2,2016-02-05 21:29:58,2016-02-05 22:08:34,1,-73.78978729248048,40.64382553100585,-74.0022201538086,40.725399017333984,N,2316
475655,id1329657,1,2016-02-14 23:30:57,2016-02-14 23:40:50,2,-74.0004653930664,40.73554229736328,-73.9906005859375,40.75841522216797,N,593
822039,id2131096,2,2016-01-08 20:50:40,2016-01-08 21:53:07,1,-73.99443817138672,40.72472381591797,-73.9253921508789,40.84611511230469,N,3747
529531,id0688099,1,2016-01-05 13:41:32,2016-01-05 13:56:33,2,-73.96553039550781,40.769058227539055,-73.97598266601562,40.749908447265625,N,901
1311271,id2836284,2,2016-03-05 19:24:52,2016-03-05 19:28:54,5,-73.98866271972656,40.736427307128906,-73.97927856445312,40.73474884033203,N,242
1132716,id2668029,1,2016-01-14 09:11:24,2016-01-14 09:20:21,1,-74.01742553710938,40.709171295166016,-74.0086212158203,40.72831726074219,N,537
1177753,id3986758,2,2016-03-30 22:33:53,2016-03-30 22:41:50,1,-73.99925994873048,40.72496795654297,-74.0082015991211,40.73751831054688,N,477
1293799,id3446348,1,2016-06-22 08:50:37,2016-06-22 08:53:13,2,-73.98339080810547,40.74456405639648,-73.9879150390625,40.73755645751953,N,156
844852,id1104947,2,2016-02-26 04:07:33,2016-02-26 04:32:57,1,-74.00725555419923,40.70734786987305,-73.9830322265625,40.77934646606445,N,1524
1061024,id0072739,1,2016-02-25 10:29:57,2016-02-25 10:45:53,1,-73.9642333984375,40.76768493652344,-73.96865844726562,40.79645538330078,N,956
649817,id2599502,2,2016-02-23 16:17:25,2016-02-23 16:25:47,1,-73.97835540771484,40.73705673217773,-73.98629760742188,40.74637985229492,N,502
649428,id1336673,1,2016-06-24 21:44:34,2016-06-24 22:25:20,1,-73.99445343017578,40.725006103515625,-73.80204772949219,40.64703369140625,N,2446
698792,id3645632,2,2016-02-29 22:38:58,2016-02-29 22:45:43,1,-73.9984130859375,40.74544143676758,-73.9814224243164,40.75495147705078,N,405
1310800,id1432011,1,2016-04-12 21:42:47,2016-04-12 21:50:42,1,-73.9794692993164,40.77191162109375,-73.96281433105469,40.76544570922852,N,475
464467,id3746011,2,2016-06-30 01:00:34,2016-06-30 01:44:36,1,-73.98333740234375,40.73868942260742,-73.90529632568358,40.60773086547852,N,2642
1102212,id2069336,1,2016-02-12 20:06:47,2016-02-12 20:28:57,1,-73.98500061035155,40.745132446289055,-73.92110443115234,40.73948669433594,N,1330
441479,id2856495,1,2016-04-01 07:30:36,2016-04-01 07:36:08,3,-73.97512054443358,40.752437591552734,-73.98562622070312,40.74143600463867,N,332
1356489,id0803480,2,2016-04-07 13:04:28,2016-04-07 13:13:10,1,-73.95806121826173,40.80096054077149,-73.9677734375,40.79790878295898,N,522
1289143,id0305567,1,2016-02-06 03:46:34,2016-02-06 03:50:04,1,-73.9180145263672,40.770286560058594,-73.93247985839844,40.77265930175781,N,210
990222,id0960893,2,2016-02-24 19:59:44,2016-02-24 20:08:22,1,-73.98812103271484,40.74929809570313,-74.005859375,40.74523162841797,N,518
1148726,id0670920,2,2016-04-15 21:10:28,2016-04-15 21:13:55,1,-73.9786148071289,40.783241271972656,-73.96785736083984,40.79286193847656,N,207
104467,id1047674,1,2016-06-14 09:12:21,2016-06-14 10:03:11,1,-73.87301635742188,40.77399444580078,-73.970458984375,40.76562881469727,N,3050
